Token,Coefficient
sideration,0.01
sidere,0.01
sidi,0.01
sidiary,0.01
sieben,0.03
siebenthal,0.01
siebert,0.01
siegenthaler,0.02
siegfrie,0.22
siegfried,0.16
siegle,0.04
siegling,0.01
siemens,0.02
siepmann,0.01
sif,0.01
sig,0.04
sigg,0.01
siggen,0.01
sigma,0.02
sigmaringen,0.01
signal,0.02
signatory,0.01
signature,0.01
significance,0.03
significantly,0.03
signify,0.01
signiﬁ,0.01
signiﬁcant,0.04
signiﬁcantly,0.01
sigrist,0.01
sihlcity,0.01
sika,0.45
sikabaffle,0.01
sikabond,0.01
sikadur,0.01
sikaflex,0.03
sikafloor,0.01
sikaforce,0.01
sikagard,0.01
sikamelt,0.01
sikaplan,0.01
sikapower,0.01
sikatack,0.01
silane,0.01
silca,0.02
silchester,0.01
silent,0.01
silicon,0.02
silicone,0.02
silk,0.01
sim,0.01
sima,0.01
similar,0.03
simile,0.01
simmentaler,0.01
simona,0.01
simple,0.01
simplified,0.01
simplify,0.01
simultaneous,0.01
sin,0.01
sincere,0.01
sind,0.03
singapore,0.13
singlespindle,0.01
singular,0.01
sino,0.01
sinter,0.01
sinzig,0.01
siro,0.01
sirt,0.01
sirtuin,0.01
sita,0.02
site,0.27
sitione,0.01
situate,0.02
sity,0.01
sivanto,0.01
siyau,0.01
sizing,0.01
sjf,0.01
skepticism,0.01
ski,0.01
skidata,0.07
skill,0.02
skilled,0.02
skin,0.04
skincare,0.01
sku,0.01
sky,0.01
skykey,0.01
skylight,0.01
skyline,0.01
sl,0.01
sleeve,0.01
slide,0.01
slope,0.01
slough,0.02
slovaktual,0.09
slovensko,0.01
slowdown,0.01
sludge,0.01
slug,0.01
smadja,0.01
sman,0.01
smart,0.02
smartgps,0.01
smartlink,0.01
smbc,0.01
smi,0.01
smit,0.01
smoker,0.01
smp,0.01
smpm,0.01
snack,0.01
snap,0.01
snapz,0.04
snug,0.01
sochinaz,0.08
social,0.03
sociation,0.01
sociographical,0.01
société,0.08
sociétés,0.01
sofern,0.01
sogc,0.03
soi,0.01
soil,0.01
soir,0.01
soiron,0.01
sol,0.01
solar,0.12
solaris,0.01
solche,0.01
sole,0.16
soleil,0.01
solely,0.01
solicitor,0.01
solide,0.02
solothurnerstrasse,0.01
solution,0.05
solutions,0.01
solvency,0.02
solvent,0.01
solver,0.01
somaini,0.01
somont,0.01
sonal,0.01
sonic,0.01
sonnentalstrasse,0.01
sonntag,0.01
sonntagszeitung,0.02
sonova,0.1
sonstigen,0.01
sont,0.01
sop,0.04
sophie,0.01
sor,0.01
sory,0.01
sound,0.03
source,0.03
sourcer,0.01
sources,0.01
sous,0.01
sousse,0.03
south,0.05
southeastern,0.01
southern,0.02
sowie,0.03
sowohl,0.01
soxx,0.01
soybean,0.02
sp,0.02
spa,0.03
space,0.06
spagyro,0.02
span,0.01
spatial,0.01
spe,0.01
speaker,0.01
spec,0.01
specailitie,0.01
specially,0.01
specialty,0.14
specific,0.06
specification,0.01
speciﬁ,0.01
speciﬁed,0.01
spectrometer,0.01
spectrometry,0.01
spectrum,0.01
speed,0.01
speedel,0.01
speedstertm,0.01
spend,0.01
spezialitaetenchemie,0.02
spezialitätenchemie,0.02
spg,0.01
spiegel,0.01
spindle,0.07
spinnerei,0.01
spinning,0.06
spirig,0.01
splice,0.01
splicing,0.01
spoilage,0.01
spokesman,0.01
spond,0.01
sponsibilitie,0.01
sponsible,0.01
sponsor,0.01
sponsorship,0.01
sportaccess,0.01
sportart,0.02
spot,0.01
spouse,0.01
sppi,0.01
spreader,0.01
spreiter,0.02
spruce,0.01
sps,0.05
sptec,0.02
sptech,0.01
spuma,0.01
spunmelt,0.01
spurt,0.01
spälti,0.01
späne,0.03
spürbaren,0.01
square,0.02
sr,0.02
srg,0.01
srl,0.03
ss,0.01
ssa,0.01
ssc,0.01
ssl,0.01
ssop,0.02
ssr,0.01
stability,0.03
stabilization,0.01
stabilizer,0.05
stable,0.02
stachen,0.01
stade,0.01
stadelhofer,0.01
stadelmann,0.01
stadium,0.02
stadl,0.01
stadtanzeiger,0.01
staehelin,0.03
staercke,0.01
staffing,0.04
stafford,0.01
stahel,0.01
stain,0.01
staining,0.01
stakeholder,0.01
stambach,0.05
stan,0.01
stance,0.02
stand,0.02
standard,0.1
standardise,0.01
standing,0.01
stant,0.01
stantially,0.01
staple,0.02
starch,0.01
starrag,0.01
starticket,0.05
stateme,0.01
statementsarbonia,0.19
statementsconsolidate,0.02
statementsstatutory,0.01
states,0.02
station,0.04
stationary,0.01
statistical,0.02
statistically,0.01
stato,0.01
stator,0.01
status,0.01
statusbuiltyear,0.02
statuten,0.01
stauding,0.01
stauffer,0.06
steckborn,0.01
stedar,0.02
steele,0.02
steeply,0.01
stefan,0.03
stefanie,0.01
steidl,0.01
stein,0.01
steinach,0.03
stem,0.01
stenzel,0.03
stephen,0.02
stephens,0.01
sterchi,0.02
stereo,0.01
sterer,0.01
sterling,0.02
sternenfel,0.02
sternschnuppe,0.01
stettler,0.01
steuer,0.01
stewardship,0.01
stg,0.01
sti,0.11
stichprobenweise,0.01
stiftung,0.03
stig,0.01
stillhalter,0.01
stimmrechtsvertreter,0.01
stimulant,0.01
stimulus,0.01
stint,0.01
stipulate,0.01
stir,0.01
stirnemann,0.01
stockholm,0.01
stocking,0.01
stoff,0.01
stokley,0.01
stoller,0.03
stolz,0.04
stone,0.02
stoppage,0.01
stoppia,0.01
store,0.1
storey,0.01
stow,0.16
stowshelf,0.01
str,0.01
strada,0.02
straight,0.02
strand,0.01
strasser,0.04
strate,0.01
stratec,0.02
stratégie,0.01
straumann,0.07
stream,0.01
streamnow,0.02
street,0.01
strength,0.01
strict,0.02
strike,0.01
stringent,0.02
stripe,0.01
stroke,0.01
strong,0.04
struction,0.01
structur,0.01
strument,0.01
strutz,0.01
strˇíbro,0.01
stuag,0.01
stuart,0.02
studhalter,0.01
study,0.09
stumpfaufbauten,0.01
stuttgart,0.02
stv,0.01
styling,0.01
städler,0.01
stäg,0.01
stämpfli,0.01
stäubli,0.01
sté,0.01
stéphane,0.02
stöckli,0.01
stöcklin,0.01
stübi,0.03
stücki,0.02
stříbro,0.01
suant,0.01
suba,0.01
subbu,0.01
subcontinent,0.01
subdivide,0.01
subdivision,0.01
subject,0.05
sublicense,0.02
submarket,0.04
submission,0.01
submit,0.04
subparagraph,0.01
subscriber,0.02
subsequent,0.02
subsequently,0.02
subsidiar,0.01
substance,0.03
substantively,0.01
substation,0.01
substitute,0.02
substitution,0.01
substrate,0.02
subsystem,0.02
subterranean,0.02
subtotal,0.01
succession,0.01
successively,0.01
successor,0.01
sucoflex,0.01
sucrose,0.02
suessen,0.01
sufficiently,0.01
sufﬁcient,0.02
suggest,0.01
suhner,0.05
suitability,0.01
sukhumvit,0.01
sullivan,0.02
sulpice,0.02
sultant,0.01
sulzberger,0.03
sulzer,0.01
summarize,0.03
summary,0.04
summaryof,0.01
sumption,0.01
sun,0.13
sunday,0.01
sundbyberg,0.01
sundsvall,0.01
sungnam,0.01
sunlight,0.01
sunna,0.02
sunningdale,0.01
sunny,0.01
sunrise,0.09
sunscreen,0.01
superficie,0.01
superfund,0.01
superior,0.02
supero,0.01
superplasticizer,0.01
supervise,0.02
supervision,0.02
supervisory,0.02
supino,0.05
supplementary,0.01
support,0.06
suppress,0.01
supra,0.01
supreme,0.01
supérieur,0.01
sur,0.02
surbourg,0.01
surcharge,0.01
surer,0.01
surety,0.01
surface,0.09
surfactant,0.01
surgical,0.02
suring,0.01
surrender,0.02
surrey,0.01
sursee,0.02
surveillance,0.08
survey,0.01
survivor,0.01
susceptible,0.01
suspend,0.01
sustainability,0.07
sustainably,0.02
susumu,0.01
suva,0.01
suvs,0.01
suzhou,0.01
sv,0.01
sverre,0.03
svetavo,0.01
svetlobne,0.01
svizzera,0.01
swage,0.01
swaging,0.01
swap,0.06
swatch,0.01
swede,0.01
sweep,0.01
sweeper,0.03
sweet,0.01
swift,0.05
swindon,0.01
swing,0.01
swisscanto,0.01
swisscom,0.34
swisscondition,0.01
swisscontact,0.01
swisslac,0.01
swissmedic,0.05
swissphone,0.01
swissﬁ,0.01
switzerl,0.01
sycon,0.01
sydney,0.02
sylvie,0.02
sylvère,0.01
symbol,0.01
sympathetically,0.01
symposium,0.01
symptom,0.01
syndicated,0.01
syndrome,0.01
synergistic,0.01
syngenta,0.08
synthesis,0.1
synthetic,0.01
syracuse,0.02
sysmec,0.01
systag,0.02
system,0.02
systeman,0.01
systems,0.02
sytem,0.01
syz,0.07
sz,0.02
szekszárd,0.03
szuran,0.01
sàrl,0.03
sánchez,0.01
são,0.01
søren,0.01
südostschweiz,0.01
t,0.16
taaleri,0.01
tability,0.02
table,0.14
tablet,0.02
tagblatt,0.02
tage,0.02
tai,0.01
tainebleau,0.01
taking,0.01
talent,0.01
talented,0.01
talled,0.01
tamedia,0.43
tamper,0.01
tanaka,0.01
tandang,0.01
taneous,0.01
tangible,0.04
tanimis,0.01
tanner,0.01
tanos,0.02
taper,0.01
target,0.14
targeted,0.01
tariat,0.01
tarmin,0.01
tarrytown,0.01
tas,0.01
task,0.01
tassin,0.01
tateco,0.02
tatement,0.02
taufkirchen,0.03
taux,0.03
tax,0.36
taxable,0.02
taxe,0.01
taxpayer,0.01
tb,0.01
tbrl,0.01
tc,0.01
tcb,0.03
tchftarget,0.02
tchfvacancy,0.02
tczew,0.03
tecan,0.31
tecdax,0.01
tecfidera,0.01
techn,0.03
technic,0.02
technicum,0.01
technique,0.02
technische,0.01
technologies,0.05
technopark,0.01
technoparkstrasse,0.01
tecn,0.01
tection,0.01
teikuro,0.01
telconet,0.01
telematik,0.01
telemedicine,0.01
television,0.06
tell,0.01
tember,0.02
temeno,0.22
temenos,0.31
temn,0.01
tempe,0.01
temperature,0.03
template,0.01
temple,0.01
temporary,0.03
tempori,0.01
temporis,0.01
tenaciously,0.01
tenant,0.03
teng,0.01
tense,0.02
tentera,0.01
tenure,0.02
terajoule,0.01
terise,0.01
termelö,0.01
terminal,0.02
terminate,0.01
termination,0.03
termine,0.01
terminology,0.01
ternal,0.01
ternational,0.01
terrestrial,0.01
tertianum,0.16
tesa,0.02
tesler,0.01
test,0.03
testify,0.01
testing,0.05
teta,0.01
teur,0.03
teuscher,0.06
texas,0.01
textile,0.22
tfl,0.01
tfolio,0.01
thailand,0.03
thal,0.01
thalwil,0.01
thb,0.01
thc,0.01
thenu,0.01
theodora,0.01
therapeutic,0.05
therapy,0.04
thereof,0.1
thereon,0.05
thereto,0.02
therewith,0.02
therm,0.01
thermal,0.02
thermore,0.01
thibault,0.02
thierry,0.02
thin,0.01
thinfab,0.01
thkd,0.01
thomas,0.02
thompson,0.02
thomson,0.01
thonauer,0.02
thousand,0.07
threadneedle,0.02
threaten,0.01
threshold,0.04
thrombotic,0.01
throttle,0.01
thun,0.04
thuner,0.01
thur,0.01
thurgau,0.01
thurgauerstrasse,0.01
théorique,0.02
tialpha,0.01
tiate,0.01
ticino,0.02
ticipate,0.01
tick,0.02
ticket,0.01
ticketcorner,0.04
ticketing,0.01
ticketportal,0.01
ticle,0.01
tiefbau,0.01
tiefst,0.01
tient,0.01
tier,0.01
tiered,0.01
tifie,0.01
tiger,0.02
tigious,0.01
tilllate,0.01
tilt,0.01
tim,0.01
timeframe,0.01
timeline,0.01
timely,0.02
timetable,0.01
timing,0.04
tinggren,0.01
tinuously,0.01
tinuvin,0.02
tiny,0.01
tionalitie,0.01
tionate,0.01
tionately,0.01
tionship,0.01
tisation,0.01
tise,0.01
tising,0.01
tispindle,0.03
tissue,0.03
titan,0.02
titanium,0.03
titie,0.01
title,0.02
tiunite,0.01
tively,0.01
tixi,0.01
tj,0.01
tjpy,0.01
tka,0.01
tlc,0.01
tle,0.01
tling,0.01
tlp,0.01
tml,0.01
tnd,0.03
tobia,0.01
tobler,0.01
tocost,0.01
toctino,0.02
togo,0.01
toilet,0.01
toise,0.01
tokyo,0.02
tolerability,0.01
tolerance,0.01
toll,0.02
tomatic,0.01
tomorrow,0.01
tomotive,0.01
tonalbank,0.01
toni,0.04
tonini,0.03
tonnage,0.01
tonnen,0.02
tonolla,0.01
tooling,0.01
toon,0.01
tooth,0.01
toothpaste,0.01
topas,0.01
topic,0.01
topwin,0.01
topwork,0.01
tore,0.01
torno,0.02
tornos,0.45
torrance,0.02
torso,0.01
torvald,0.01
totale,0.01
totaltotal,0.01
toto,0.01
tour,0.02
tourbillon,0.03
tourelle,0.03
tourism,0.01
tower,0.01
toxicity,0.02
tpa,0.01
tpg,0.01
tpo,0.01
tpu,0.01
traceable,0.02
track,0.01
tracking,0.01
tracleer,0.04
traction,0.01
tractor,0.01
tradability,0.01
tradename,0.01
tradesman,0.01
trading,0.01
traditionally,0.01
tradono,0.02
traffic,0.04
trafﬁ,0.02
trafﬁc,0.01
train,0.01
trainee,0.01
traineeship,0.01
training,0.01
trajectory,0.01
tranche,0.01
trans,0.01
transaction,0.04
transcription,0.01
transdermal,0.01
transducer,0.12
transfer,0.09
transferability,0.02
transferee,0.01
transformation,0.06
transistor,0.01
translationadjustmentsbalance,0.01
transmission,0.02
transmit,0.04
transmitter,0.02
transparency,0.02
transparently,0.01
transplant,0.02
transport,0.05
transportation,0.04
transportion,0.01
transverse,0.01
traordinary,0.01
trap,0.01
trasmissioni,0.01
trasury,0.01
travail,0.01
travaille,0.01
travel,0.08
traveller,0.02
treasurer,0.01
treat,0.01
treatment,0.08
treaty,0.02
trend,0.04
trendsale,0.02
treuhandgesellschaft,0.01
tria,0.01
triame,0.04
triamed,0.01
triaone,0.01
triapharm,0.05
tribune,0.02
tributed,0.01
tricity,0.01
trident,0.01
trigger,0.01
trillion,0.01
trim,0.01
trimellitic,0.01
tripa,0.05
trippacher,0.01
trisport,0.01
trl,0.01
trockenprodukte,0.03
trol,0.01
troll,0.01
trophy,0.01
trouble,0.01
truck,0.01
tructure,0.01
trustlink,0.01
truvia,0.01
tröndle,0.01
trübbach,0.02
tschan,0.01
tsr,0.01
tsuen,0.01
tsugami,0.09
tsunami,0.01
tt,0.01
ttc,0.01
tter,0.01
tthb,0.01
tu,0.01
tual,0.01
tuarie,0.01
tuary,0.01
tube,0.09
tubes,0.01
tubingen,0.01
tug,0.01
tulstrup,0.01
tumbelenstrasse,0.02
tumor,0.01
tumsan,0.01
tune,0.03
tunisia,0.04
tunisie,0.03
tunnel,0.04
tunneling,0.01
turbine,0.02
turin,0.01
turing,0.01
turitie,0.01
turlot,0.01
turm,0.01
turmoil,0.01
turnhout,0.01
tusd,0.1
tuthill,0.01
tv,0.1
tvelem,0.01
tver,0.02
tverskaya,0.01
tw,0.01
tweedy,0.02
twice,0.03
twint,0.01
twister,0.01
twisting,0.01
ty,0.01
tyre,0.01
tätigkeit,0.02
tél,0.01
télétop,0.01
tölsner,0.01
tüv,0.01
uab,0.01
ual,0.02
uated,0.01
ub,0.01
uckermärker,0.01
ucla,0.01
uctuation,0.01
udapest,0.01
ue,0.02
ued,0.01
ueli,0.03
ufacturing,0.01
ufd,0.06
ug,0.01
ugitech,0.01
ugn,0.01
uhag,0.02
uhr,0.05
ui,0.01
uing,0.01
ul,0.01
ulcerative,0.01
ulf,0.02
ulla,0.05
ulrich,0.01
ulrike,0.01
ulsan,0.01
ultimate,0.04
ultimately,0.02
ultra,0.02
ultrasonic,0.01
ultraviolet,0.02
umfang,0.01
umkirch,0.01
umsatz,0.02
unabhängig,0.01
unabhängige,0.01
unabhängigkeit,0.01
unabsorbed,0.01
unadjusted,0.01
unaided,0.01
unamortized,0.01
unappropriated,0.01
unattainable,0.01
unavoidably,0.01
unaware,0.01
unaxis,0.32
unbeabsichtigten,0.01
unbeabsichtigter,0.01
unblocked,0.01
unbudgeted,0.01
uncertificated,0.01
uncollectable,0.01
uncollectible,0.01
uncommitted,0.01
unconditionally,0.01
und,0.04
underfinanced,0.01
underfloor,0.03
underfunding,0.02
undergraduate,0.01
underground,0.02
underlie,0.06
underline,0.01
underlying,0.02
underpin,0.02
understanding,0.02
underwritten,0.01
undeveloped,0.02
undisclosed,0.02
undiscounted,0.01
undivided,0.01
undrawn,0.02
undue,0.01
unemployment,0.02
unep,0.01
unerlässlich,0.01
unfallversicherungsanstalt,0.01
unfavorable,0.01
unforeseeable,0.01
unfunded,0.05
unheard,0.02
unhedged,0.01
unican,0.02
unicef,0.01
unico,0.01
uniformity,0.01
unikell,0.01
unilever,0.04
unimarket,0.02
uninterrupte,0.01
uninterrupted,0.01
union,0.01
unison,0.01
unisteel,0.02
unitary,0.01
united,0.01
unitron,0.14
unité,0.01
univer,0.01
universal,0.02
universally,0.01
universitaire,0.01
université,0.01
unknown,0.01
unlimited,0.01
unloading,0.01
unlock,0.01
unmatched,0.01
unmet,0.01
unmodified,0.02
unobservable,0.03
unofﬁ,0.01
unparalleled,0.01
unprecedented,0.01
unqualified,0.01
unrecognise,0.01
unrecognised,0.05
unrecognize,0.01
unrecognized,0.04
unremitted,0.01
unsaturate,0.01
unsaturated,0.01
unsere,0.01
unserem,0.01
unsettled,0.01
unsicherheit,0.01
unsplash,0.01
untere,0.01
unterländer,0.01
unternehmensholde,0.01
untransferable,0.01
unusually,0.01
unutilized,0.01
unwelcome,0.01
unwind,0.01
unwto,0.01
up,0.02
upbeat,0.01
update,0.03
upfront,0.01
upg,0.01
upgrade,0.01
upgradeable,0.01
upheaval,0.01
uphold,0.01
upper,0.01
upside,0.02
uptime,0.01
upwards,0.01
ur,0.01
urban,0.02
ure,0.01
urgent,0.01
uriach,0.02
urinal,0.01
urinary,0.01
url,0.01
urlaubsreisen,0.01
uro,0.04
uroplakat,0.01
urotensin,0.01
urs,0.02
uruguay,0.01
ury,0.01
usable,0.02
usage,0.01
usd,0.13
use,0.06
usecity,0.02
usego,0.01
usher,0.01
uste,0.01
usted,0.01
uster,0.02
usually,0.02
usufruct,0.02
utah,0.01
ute,0.01
utilization,0.01
utilize,0.03
utrecht,0.02
uty,0.01
uum,0.01
uv,0.03
uvitex,0.01
uwe,0.01
uyu,0.01
uzb,0.01
vacance,0.03
vacances,0.01
vacancy,0.04
vacant,0.02
vacate,0.01
vaccination,0.01
vaccine,0.03
vacn,0.01
vacs,0.01
vacuum,0.2
vaduz,0.02
vaerløse,0.01
vailing,0.01
vaillant,0.01
vale,0.01
valencene,0.02
valentin,0.03
valeo,0.01
valeur,0.02
valid,0.01
valida,0.01
validate,0.01
validly,0.01
valor,0.02
valora,0.24
valuation,0.04
value,0.09
valueadde,0.01
valuer,0.01
vamorolone,0.03
van,0.02
vance,0.01
vanessa,0.03
vanish,0.01
vannotti,0.01
vantico,0.01
vard,0.01
variability,0.01
variable,0.11
variance,0.03
variant,0.02
variety,0.01
vascular,0.02
vaslin,0.02
vasospasm,0.01
vast,0.01
vat,0.3
vation,0.01
vatmotion,0.01
vaxom,0.09
vaxxilon,0.03
vbd,0.01
vc,0.01
veale,0.01
vector,0.01
vegetable,0.01
vehicle,0.01
veletri,0.01
velocity,0.01
velphoro,0.1
venbio,0.01
veneer,0.01
veneering,0.01
venezuela,0.01
venise,0.01
venlo,0.01
venous,0.01
vente,0.01
ventes,0.01
ventory,0.01
venture,0.03
verable,0.01
verantwortlich,0.01
verantwortlichkeiten,0.01
verfora,0.09
verger,0.01
vergütungen,0.01
vergütungsbericht,0.02
verhaltensanforderungen,0.01
veri,0.03
verification,0.02
verify,0.04
verifying,0.02
verisperse,0.01
veritable,0.01
veriﬁ,0.01
veriﬁe,0.01
verlag,0.03
verluste,0.01
vermietung,0.01
vermont,0.03
vernier,0.01
vernünftigerweise,0.01
verordnung,0.01
verpackungstechnik,0.01
verschleissschutz,0.01
versity,0.01
versus,0.01
vert,0.01
vertible,0.01
vertically,0.01
ververis,0.03
verwaltungsr,0.01
verwaltungsrat,0.02
verwaltungsrate,0.01
verwaltungsrates,0.01
vesa,0.01
vessel,0.01
vest,0.15
vested,0.07
vestee,0.01
vesting,0.02
veterinary,0.01
vfs,0.07
viability,0.01
vial,0.01
viatech,0.01
vibration,0.01
vice,0.02
vick,0.01
vicky,0.01
victa,0.01
videbaek,0.02
video,0.05
vidually,0.01
vie,0.03
viennatone,0.02
vietnam,0.02
vietnamese,0.01
vifor,0.25
vigodent,0.03
viii,0.01
viktoriaplatz,0.01
viktoriastrasse,0.01
vila,0.01
villar,0.01
vimodrone,0.01
vintage,0.01
vinyl,0.11
vionnaz,0.02
viral,0.01
virdis,0.01
virt,0.03
virus,0.04
visa,0.03
viscocrete,0.04
viscous,0.01
vishay,0.01
visibility,0.01
visiorama,0.02
visit,0.02
visp,0.02
visually,0.01
vitadomo,0.01
vitalsana,0.02
vitrine,0.01
vitrum,0.01
viva,0.02
vladimir,0.01
vlm,0.01
vlotho,0.02
vn,0.01
voc,0.03
vocational,0.01
vock,0.01
vocs,0.01
vod,0.02
vodafone,0.01
voegele,0.02
voegeli,0.02
vogel,0.03
voice,0.02
void,0.01
voie,0.01
voisin,0.03
volatile,0.01
volatility,0.03
volff,0.01
voll,0.01
vollande,0.01
vollmoeller,0.01
volt,0.01
voltage,0.04
voluntary,0.01
vom,0.01
vorfertigung,0.01
vorjahreshöhe,0.01
vorschriften,0.01
vp,0.01
vulkanstrasse,0.01
vwap,0.01
vázquez,0.01
västra,0.02
værløse,0.01
værløsevej,0.01
véronique,0.01
vögele,0.26
völkin,0.01
w,0.18
wacc,0.07
wachsenburg,0.01
wachstum,0.01
wacker,0.01
waddington,0.01
waep,0.01
waferfab,0.01
wah,0.03
wai,0.01
waibel,0.03
waigaoqiao,0.01
wake,0.01
wal,0.01
walde,0.02
waldems,0.01
wale,0.01
walgreen,0.01
walker,0.08
wall,0.02
waller,0.01
wallraff,0.01
walraf,0.01
walser,0.05
walther,0.05
walti,0.02
walzmühlestrasse,0.01
wampﬂer,0.01
wan,0.01
wangen,0.01
warding,0.01
warehousing,0.01
warendorf,0.04
warendorfer,0.07
warrant,0.01
warrenville,0.01
warrington,0.01
warsawa,0.01
warstwowej,0.01
warszawa,0.01
wartau,0.01
wassen,0.01
watermark,0.01
waterproof,0.01
waterproofing,0.01
watervliet,0.01
watson,0.01
wattenhofer,0.01
watter,0.02
wattwil,0.03
wave,0.02
wavelength,0.02
waycl,0.01
wc,0.01
wctc,0.01
wealth,0.02
weaponry,0.01
wear,0.02
weave,0.01
weaving,0.06
webcam,0.01
weber,0.02
webshop,0.01
wechsler,0.08
wecken,0.02
wednesbury,0.01
weekly,0.02
weft,0.01
wegener,0.01
weiden,0.01
weidmann,0.01
weight,0.1
weighted,0.04
weighting,0.01
weil,0.03
weilenmann,0.01
weinsheim,0.01
weiske,0.01
weissenfluh,0.01
weisshaar,0.01
weiteren,0.01
weitergeführter,0.02
weitz,0.01
weko,0.02
welding,0.05
wellbee,0.01
wellbeing,0.01
wellesley,0.01
wellness,0.03
welt,0.01
welte,0.01
welton,0.02
weltpost,0.03
weltpostpark,0.01
weltpoststrasse,0.01
weltweit,0.01
weltweiten,0.01
wemf,0.02
wenigen,0.01
wentland,0.02
werbe,0.01
werbegesellschaft,0.01
werbemedienforschung,0.01
werbung,0.01
werden,0.01
werdstrasse,0.02
werlé,0.01
wertbau,0.03
wertheim,0.01
wesentliche,0.01
western,0.01
westgate,0.01
wetherill,0.01
wettswil,0.01
whaledent,0.05
wharton,0.01
wheat,0.01
whereof,0.02
whey,0.01
white,0.01
whitener,0.06
whitwick,0.01
wholesaler,0.01
wholly,0.01
wi,0.01
wichtige,0.01
wichtigen,0.01
wickham,0.01
wicor,0.01
wide,0.01
widmann,0.02
widne,0.01
wieberneit,0.02
wiederkehr,0.01
wienand,0.03
wietlisbach,0.02
wiezer,0.01
wihn,0.02
wilfrie,0.02
wilhelm,0.01
willi,0.01
william,0.01
willing,0.01
willy,0.01
wilmington,0.01
wilsdorf,0.01
wiltshire,0.01
wincasa,0.07
wind,0.05
windisch,0.02
window,0.03
windows,0.01
winkler,0.02
winterthur,0.06
winterthurer,0.01
wipfli,0.02
wire,0.09
wireless,0.07
wirona,0.01
wirtschaft,0.01
wirtschaftsingenieur,0.01
wirtschaftsprüfung,0.01
wisconsin,0.02
wisecoin,0.01
wisekey,0.14
wismer,0.01
wiss,0.01
wissmann,0.01
withdrawal,0.02
withhold,0.01
withholding,0.03
witmer,0.01
wittwer,0.01
witzberg,0.01
witzerland,0.01
witzleben,0.06
wlan,0.01
wms,0.01
wokingham,0.01
wolfensberger,0.01
wolfgang,0.06
wolfisberg,0.01
wolfram,0.04
wollerau,0.01
woman,0.03
wood,0.03
wooden,0.01
wool,0.02
wording,0.01
workability,0.01
workday,0.01
worker,0.01
working,0.03
worklink,0.02
workload,0.01
workpiece,0.05
workplace,0.01
works,0.02
workspace,0.01
workstation,0.02
world,0.06
worms,0.02
worsen,0.01
worthless,0.01
wound,0.01
written,0.01
wschodnia,0.01
wuffli,0.01
wuhan,0.01
wujin,0.02
wunderl,0.02
wurden,0.01
wurzelstiften,0.01
wuttke,0.01
wvap,0.01
wyatt,0.01
wyler,0.01
wyprofilowanie,0.01
wzm,0.01
wädenswil,0.01
während,0.01
währungsbereinigt,0.01
wörner,0.02
wü,0.04
wüest,0.01
wüthrich,0.01
x,0.24
xaf,0.01
xe,0.02
xed,0.01
xetra,0.01
xi,0.01
xiamen,0.04
xiangtan,0.01
xiangxing,0.01
xiangyu,0.01
xin,0.01
xitai,0.01
xof,0.02
xp,0.02
xpcrane,0.01
xu,0.02
xxxxx,0.01
yamskaya,0.01
yarn,0.09
yb,0.01
yearlong,0.02
yearly,0.03
yellow,0.02
yesterday,0.02
yew,0.01
yield,0.02
yond,0.02
yong,0.01
york,0.05
yorkville,0.04
youtility,0.03
ypsomed,0.03
ystem,0.01
yuet,0.04
yuu,0.01
yve,0.01
za,0.01
zachodnia,0.01
zahn,0.01
zahnd,0.02
zahnversorgungen,0.01
zahnärzte,0.01
zahnärzten,0.01
zambrow,0.02
zambrów,0.01
zamprogna,0.01
zao,0.01
zappa,0.01
zar,0.01
zarske,0.01
zattoo,0.01
zaventem,0.01
zavesca,0.01
zealand,0.04
zeftera,0.02
zeit,0.01
zeitraum,0.01
zeitung,0.04
zellweger,0.01
zementierung,0.01
zenger,0.03
zenhäusern,0.01
zenith,0.01
zentralstrasse,0.01
zeraim,0.01
zerland,0.01
zero,0.01
zeta,0.01
zettacom,0.01
zevatech,0.01
zewnętrznego,0.01
zf,0.01
zg,0.01
zh,0.01
zhang,0.01
zifru,0.04
zika,0.03
zimbabwe,0.01
zintzmeyer,0.01
zirconia,0.02
zirconium,0.01
zittau,0.01
zittersteyn,0.01
ziwica,0.01
zj,0.01
zoelly,0.05
zofingen,0.02
zona,0.01
zschokke,0.11
zu,0.02
zubin,0.01
zuchwil,0.02
zugelassene,0.01
zugelassener,0.01
zugerstrasse,0.02
zulpich,0.01
zumbühl,0.02
zumstein,0.01
zur,0.31
zurich,0.02
zurichkpmg,0.01
zusammenhang,0.01
zuständigem,0.01
zutreffend,0.01
zuwachs,0.01
zwahlen,0.01
zwicky,0.01
zwyssig,0.01
züblin,0.01
zünd,0.01
zürich,0.02
zürichchf,0.01
µg,0.01
ä,0.01
ächen,0.01
è,0.01
économique,0.01
éd,0.01
émission,0.01
és,0.02
étage,0.01
öffentliche,0.01
ölmühle,0.02
ø,0.01
ü,0.01
über,0.02
übereinstimmung,0.03
übermässige,0.02
überprüft,0.01
übersee,0.02
übertragungsnetz,0.01
übrigen,0.01
δ,0.01
䡲,0.29
쑗,0.03
왕,0.04
첸,0.04
ﬁ,0.15
ﬁber,0.02
ﬁfteen,0.01
ﬁle,0.02
ﬁnal,0.01
ﬁnance,0.03
ﬁnancial,0.17
ﬁnding,0.01
ﬁscal,0.02
ﬁve,0.05
ﬂame,0.02
ﬂat,0.01
