Token,Coefficient
adiabatic,-0.01
adiaf,-0.0
adiagonal,-0.0
adiainvest,0.0
adian,-0.0
adiarra,0.0
adiation,0.0
adib,-0.0
adida,0.0
adidas,-0.0
adieu,0.0
adif,-0.0
adifficult,0.0
adige,-0.0
adigeo,-0.0
adilan,0.0
adilj,-0.0
adima,-0.02
adimmo,0.01
adinvest,0.0
adiploma,-0.0
adipocytic,0.0
adipose,0.0
adirect,-0.0
adit,-0.0
aditi,-0.0
aditional,0.0
adivsory,-0.0
adixen,0.02
adj,0.01
adjacencie,0.0
adjacency,0.0
adjacent,0.01
adjective,0.0
adjoin,-0.0
adjoining,-0.01
adjourn,-0.0
adjournment,0.0
adjsute,0.0
adjudicate,0.0
adjudication,0.0
adjueste,-0.0
adjunct,-0.0
adjunctive,0.0
adjunstment,-0.0
adjusment,-0.0
adjust,0.15
adjustable,-0.0
adjustcontinue,-0.0
adjusted,0.0
adjusteddownward,-0.0
adjustedi,0.0
adjustement,-0.01
adjuster,-0.0
adjustetd,0.0
adjustiert,0.01
adjusting,0.01
adjustm,0.01
adjustment,-0.11
adjustmentb,0.0
adjustmentc,0.0
adjustmentgain,0.0
adjustmentotherbenefit,0.0
adjustmentsin,-0.0
adjustmentssssss,-0.0
adjustmentssssssss,-0.0
adjustmentsssssssssssss,-0.0
adjustmentthe,0.0
adjuvant,-0.07
adjuvante,-0.0
adjuvanted,0.0
adl,-0.0
adlai,0.0
adlc,0.0
adler,0.01
adligenswil,0.01
adlington,0.0
adlink,-0.0
adliswil,-0.05
adliya,0.0
adliye,0.0
adlon,-0.0
adls,0.0
adm,0.0
admaiorem,0.0
admarket,0.0
admeira,-0.01
admerex,-0.01
admet,-0.0
admi,-0.0
admilac,-0.0
admin,-0.0
admini,0.01
admininstrative,-0.0
adminis,0.0
administer,-0.01
administering,-0.0
administr,0.0
administra,-0.0
administración,0.0
administradora,0.0
administrare,-0.0
administrate,0.01
administratekantoor,0.0
administrateur,-0.0
administrateurs,-0.0
administratif,0.0
administratifs,0.0
administration,0.04
administrationsssssssss,-0.0
administrationssssssssssssss,-0.0
administrationssssssssssssssssss,-0.0
administrationthe,-0.0
administrative,0.02
administrativecost,0.01
administrativeexpense,-0.0
administratively,-0.0
administrativen,0.0
administrativos,0.0
administrator,0.01
administratrice,-0.0
administratívna,0.0
administração,-0.0
administre,0.0
adminstration,0.0
adminstrative,-0.0
admionistração,0.0
admirable,-0.0
admirably,-0.0
admiral,-0.0
admiration,-0.0
admire,-0.01
admired,0.0
admirer,-0.0
admis,0.0
admise,0.0
admissibility,0.02
admissible,-0.0
admission,0.02
admissioncard,0.0
admit,0.0
admittance,0.0
admittedly,0.0
admix,0.0
admixture,-0.02
admixtures,0.0
admonish,0.0
adms,-0.01
admune,0.01
adnan,-0.0
adnative,0.0
adnavance,-0.0
adnec,-0.0
adnexal,0.0
adnexus,0.0
ado,-0.01
adobe,-0.01
adobestock,0.0
adolescence,-0.0
adolescent,0.01
adolf,-0.0
adolph,0.0
adolphe,-0.01
adonite,0.02
adop,0.0
adopt,-0.02
adoptant,-0.0
adoptation,-0.0
adoptedon,-0.0
adopter,0.0
adopti,0.0
adopting,0.0
adoptio,0.0
adoption,0.02
adoptive,-0.0
adoptor,-0.0
adopté,0.0
adoptées,0.0
ador,-0.0
adora,-0.01
adorable,0.0
adorasl,-0.0
adore,-0.0
adoria,0.0
adorina,-0.0
adorn,-0.01
adornment,-0.0
adorno,0.0
adotrastuzumab,0.0
adp,-0.01
adr,0.08
adrenal,0.0
adrenalin,-0.0
adrenaline,0.0
adrenergic,0.0
adress,-0.0
adresse,-0.01
adressen,-0.0
adresser,0.0
adressieren,0.0
adressiert,0.0
adressierten,0.0
adression,-0.0
adresson,0.0
adressé,0.0
adressés,-0.0
adria,-0.0
adriaan,0.02
adriaen,0.0
adriaens,0.0
adrian,0.04
adriana,0.0
adriano,0.0
adrianu,0.0
adrianus,0.02
adriatic,-0.0
adriatica,0.0
adrien,-0.03
adrienne,0.0
adriforant,0.0
adrià,0.0
adroit,0.0
adrs,0.02
adrun,-0.0
ads,0.0
adscreen,-0.0
adscreens,0.0
adsl,0.07
adsorb,0.0
adsorbent,0.01
adsorber,-0.01
adsorption,0.01
adss,0.14
adt,-0.0
adtech,-0.0
adtelier,0.0
adtranz,0.01
adu,0.0
aduanas,0.0
aduio,0.0
aduk,0.0
adulco,0.0
adult,0.0
adulterated,0.0
adulteration,0.0
adulthood,-0.0
adultonset,-0.0
adulyadej,-0.0
adunic,0.0
adunit,0.0
adur,0.0
aduro,0.0
adv,0.01
adva,-0.0
advair,0.0
adval,-0.8
advaltech,0.01
advame,0.0
advamed,-0.0
advan,-0.0
advance,0.0
advanced,0.02
advancedpackage,0.0
advancedtca,-0.0
advancement,0.01
advancepaymentsand,-0.0
advancepaymentsandprepaidexpense,-0.0
advania,0.0
advant,0.0
advanta,0.01
advantage,-0.04
advantaged,0.01
advantageous,-0.01
advantageously,-0.0
advantageousness,0.0
advantageshigh,0.0
advantas,0.0
advantest,0.0
advanz,0.0
adven,-0.0
advens,-0.0
advent,0.03
adventure,0.0
adventurer,-0.01
adventureskuoni,0.0
adventurous,-0.0
adver,-0.0
adveresely,-0.0
adversary,-0.0
adverse,0.05
adversely,0.07
adversitie,0.0
adversity,-0.01
advert,0.01
advertise,0.01
advertised,0.01
advertisement,-0.01
advertiser,0.01
advertisin,0.0
advertising,0.04
advertorial,-0.0
advertse,0.0
advi,0.0
advice,0.01
advicemanag,-0.0
advicemanager,-0.01
advico,0.01
advicoyoung,0.0
advion,0.0
advisa,-0.0
advisability,-0.01
advisable,0.0
advise,0.01
advisement,-0.0
adviser,0.0
advisers,0.0
advising,-0.0
advisor,0.07
advisors,0.01
advisorsadvisor,0.0
advisory,0.05
advn,-0.03
advocacy,0.01
advocate,0.02
advokatur,0.0
advosory,0.0
adword,0.0
adx,0.0
adxn,-0.01
ady,0.0
adyen,-0.0
adäquat,0.0
adäquaten,-0.0
adèle,0.0
adéquat,0.0
adéquate,0.0
adörin,-0.0
ae,0.07
aebe,0.0
aeberhard,0.0
aebersold,-0.0
aebi,-0.02
aebischer,0.03
aebli,0.0
aeby,-0.01
aec,0.16
aeci,0.0
aecl,-0.0
aecon,-0.0
aecs,-0.0
aed,-0.02
aede,-0.0
aedes,0.0
aedlatin,0.0
aee,-0.0
aeedc,-0.0
aeg,0.0
aegean,-0.0
aegerion,0.0
aegina,-0.0
aegis,0.0
aegon,-0.0
aegr,0.0
aegypti,0.0
aei,0.01
aek,-0.0
aellen,-0.0
aellig,0.0
aeltc,0.0
aelvsjö,-0.0
aem,-0.0
aemcolo,-0.0
aemia,-0.01
aemmenmattstrasse,-0.02
aemp,0.0
aenec,-0.0
aeo,0.0
aeoc,0.0
aeoi,0.0
aeolus,0.0
aeon,-0.0
aep,0.0
aepli,-0.0
aeppli,0.0
aepw,0.0
aer,0.0
aera,-0.0
aerate,0.0
aeration,0.0
aerator,0.0
aereo,0.0
aereos,0.0
aerial,0.0
aerni,0.0
aero,0.01
aerobatic,-0.0
aerobic,0.0
aerobics,-0.0
aeroblade,-0.0
aeroboutique,0.0
aerochem,0.0
aerodom,0.0
aerodrome,-0.0
aerodyn,-0.0
aerodynamic,0.01
aeroexpress,-0.0
aerofiber,-0.0
aeromedical,0.0
aeronautic,-0.02
aeronautical,-0.0
aeronautics,-0.0
aeropark,-0.0
aeroparque,0.0
aeropharm,0.0
aeroplane,0.0
aeroplazas,0.0
aeroponic,0.0
aeroport,0.0
aeroporti,0.0
aeroporto,-0.01
aeroportos,-0.0
aeroportuaria,0.0
aeropuerto,0.0
aeropuertos,0.0
aeroquip,-0.0
aerosol,-0.01
aerosonic,-0.01
aerospace,0.04
aerospaceindustry,0.0
aerothermal,-0.0
aerothermochemistry,0.0
aerovance,0.0
aert,0.0
aertgeert,0.0
aeruginosa,0.01
aervik,0.0
aes,0.01
aesbased,-0.0
aesch,-0.02
aeschbach,0.02
aeschbacher,-0.0
aeschbachhalle,0.01
aeschbachquarti,0.0
aeschbachquartier,0.0
aeschengraben,0.01
aeschenvorstadt,-0.02
aeschertunnel,0.0
aeschi,0.0
aeschimann,-0.0
aeschlimann,-0.02
aesculap,0.0
aesgp,-0.0
aesthete,-0.0
aesthetic,0.03
aesthetical,-0.0
aesthetically,-0.0
aestheticism,-0.0
aestuver,0.0
aet,-0.0
aeta,0.0
aetigkofen,0.0
aetiology,0.0
aeugst,-0.01
aeulistrasse,-0.01
aeurope,-0.0
aevi,0.0
aevis,-0.0
aew,0.01
aexandre,0.0
aexercisable,-0.0
af,-0.01
afailure,0.0
afap,0.0
afar,0.0
afarge,0.0
afargeholcim,0.0
afast,0.0
afavorable,-0.0
afc,0.08
afccomprise,-0.0
afcon,0.0
afcprimarilyadvise,-0.0
afdb,0.0
afe,-0.01
afees,-0.0
afep,0.0
afetau,0.0
afety,-0.0
aff,-0.02
affair,-0.01
affaire,0.01
affaires,0.0
affairs,-0.0
affe,0.0
affec,-0.0
affect,0.06
affectant,-0.01
affectation,0.01
affected,0.01
affectedindividual,-0.0
affecting,0.0
affection,-0.0
affectionate,-0.0
affectionately,-0.0
affective,0.0
affecté,0.0
affectée,0.0
affectées,0.0
affectés,0.0
affeltrangen,0.0
affentranger,0.1
afferent,-0.0
afffair,0.0
affi,-0.02
affibody,0.0
affic,0.0
affichage,0.39
affichait,0.0
affichant,-0.0
affiche,0.0
affichent,0.0
affiché,0.0
afficianado,-0.0
afficionado,-0.0
affidavit,0.0
affidea,0.0
affilia,-0.0
affiliate,-0.08
affiliated,-0.05
affiliates,-0.0
affiliation,0.01
affiliée,0.0
affiliées,-0.0
affiliés,0.0
affime,-0.0
affimed,-0.0
affin,0.01
affinerie,0.0
affini,0.01
affinis,0.01
affinity,0.01
affinité,-0.0
affinium,-0.0
affioli,-0.0
affirm,0.01
affirmation,-0.0
affirmative,0.0
affirmatively,0.0
affirmed,0.0
affirmer,-0.0
affish,-0.02
affitech,-0.0
affix,0.01
affixing,0.0
affl,-0.0
affleck,-0.0
afflict,-0.0
affliction,-0.0
affluence,-0.0
affluent,0.0
affn,0.0
affolter,0.02
affoltercertifie,-0.01
affoltern,0.01
affolternstrasse,-0.03
afford,0.01
affordability,0.02
affordable,0.03
affordably,-0.0
affordnot,-0.0
affords,0.0
affordsignificant,-0.0
afforestation,0.0
affrancare,-0.0
affranchie,-0.0
affranchir,-0.0
affranchit,0.0
affymetrix,-0.0
affärsvärlden,-0.0
afférant,-0.0
afférent,0.0
afférente,0.0
afg,-0.07
afganistan,-0.0
afgannual,-0.01
afghan,0.0
afghanis,0.0
afghanistan,0.0
afgs,0.0
afgx,-0.0
afi,-0.0
afiaa,-0.01
aficionado,-0.0
afield,0.0
afifuddin,-0.02
afiliate,-0.0
afiliated,-0.0
afin,-0.01
afinitor,0.02
afirst,-0.0
afis,0.0
afisha,-0.0
afixed,-0.0
afl,0.01
aflatoxin,0.0
aflibercept,0.0
afloat,-0.0
aflunov,0.0
afm,-0.01
afmafmafmafm,-0.0
afonso,-0.01
afoot,-0.0
afopi,0.0
afore,0.01
aforeman,-0.0
aforementione,-0.01
aforementioned,-0.0
aforesaid,-0.01
aforge,0.0
aformal,-0.0
afp,0.02
afpac,-0.0
afr,0.02
afra,-0.0
afragola,0.0
afraid,-0.0
afraxis,0.0
afrdita,-0.0
afree,0.0
afresh,-0.0
afric,0.0
africa,0.12
africaaustraliaasiaeuropeswitzerlandukgermanybachem,-0.0
africaautoneum,0.0
africachf,0.0
africadufry,0.0
africam,-0.0
african,-0.02
africanorth,0.0
africans,-0.0
afrika,-0.0
afrikoa,0.02
afrique,0.0
afrisam,0.01
afro,-0.0
afs,0.0
aft,-0.08
aftautomation,0.0
aftercare,0.0
afterhave,-0.0
afterlife,0.0
afterloading,-0.0
aftermarket,0.0
aftermath,0.0
afternoon,0.0
aftersale,-0.01
afterschool,0.0
aftershock,-0.0
aftertaste,0.0
aftertax,-0.0
afterthought,-0.0
aftertreatment,-0.0
afterward,-0.0
afterwhich,-0.0
afu,0.0
afuresertib,0.0
afurther,-0.0
afusion,0.0
afv,-0.01
afvtpl,-0.01
afzan,-0.0
afﬁ,0.02
afﬁchage,-0.0
afﬁlate,0.0
afﬁliate,0.02
afﬁliated,0.02
afﬁliation,0.0
afﬁnity,-0.0
afﬁrmative,0.0
afﬁrme,-0.0
afﬁsh,-0.0
afﬂ,-0.0
afﬂict,-0.0
afﬂicte,-0.0
afﬂuence,0.0
afﬂuent,-0.0
ag,-0.74
aga,-0.07
agache,-0.0
agadir,0.0
agafg,0.0
againevery,0.0
againincrease,0.0
againstaerodynamic,-0.0
againstexce,-0.0
againstin,0.0
agamount,-0.0
agan,0.0
agand,-0.0
agandhold,0.0
agannual,0.0
agaoglu,-0.0
agar,0.0
agarbonia,0.01
agare,-0.0
agarone,0.0
agarose,0.0
agarwal,0.0
agarwood,-0.04
agas,-0.0
agassi,-0.0
agate,-0.02
agatha,-0.0
agatti,-0.0
agawam,0.0
agbecame,0.0
agbr,-0.0
agbubendorf,-0.01
agby,-0.01
agc,0.0
agcenter,-0.0
agchristian,0.0
agcm,-0.0
agco,0.0
agcom,0.0
agcomet,0.0
agcomplie,0.0
agconsist,-0.01
agconsolidated,0.0
agcover,0.0
agcs,-0.0
agdorma,0.0
agdr,-0.0
agdufry,0.02
age,0.03
agecore,-0.0
aged,-0.01
agedip,-0.0
ageement,0.0
ageeth,0.01
agefi,0.0
agefiph,0.0
ageing,-0.01
ageism,-0.0
ageless,-0.0
agement,-0.04
agementeitherinitiatesmeasurestoreducethedegreeofimpactand,-0.0
agen,0.0
agence,0.0
agenceimmobilièreedouardbrun,0.0
agencement,-0.0
agencia,0.0
agencies,0.0
agenciesand,-0.0
agency,0.07
agencyesa,0.0
agencymartin,-0.0
agencyvoluntary,-0.0
agend,0.0
agenda,-0.04
agendaof,0.0
agendashareholder,0.0
ageneral,-0.0
agenesis,-0.0
agenix,-0.0
agenlika,-0.0
agennix,-0.01
agensi,0.0
agensy,-0.0
agensys,-0.0
agent,-0.01
agente,0.0
agents,0.0
agentsdisinfectantwipe,0.0
agentur,-0.0
agenzie,0.0
agenţia,-0.0
agepp,-0.0
ager,0.01
agerial,0.0
ageris,0.0
agett,-0.0
agewise,-0.0
agexecutive,0.0
ageﬁph,0.0
agf,0.0
agfa,-0.0
agfinancial,-0.0
agfinancialstatement,-0.0
agfk,0.0
agflow,0.0
agfor,-0.01
aggegate,0.0
aggeneral,0.0
aggia,-0.0
aggio,-0.0
aggioni,-0.0
agglolac,0.0
agglomerating,0.0
agglomeration,0.01
agglomerationsverkehr,0.0
aggneo,0.0
aggrastat,0.0
aggravate,-0.0
aggravating,0.01
aggravation,0.0
aggre,0.0
aggreg,0.0
aggregate,0.12
aggregated,0.01
aggregates,-0.0
aggregati,-0.0
aggregating,0.0
aggregation,0.01
aggregator,0.0
aggregrate,0.0
aggresolve,0.0
aggression,0.0
aggressive,-0.03
aggressively,-0.01
aggressiveness,-0.0
aggressor,0.0
aggrieved,0.0
aggurit,0.04
agha,-0.01
aghas,-0.0
agi,0.02
agia,0.0
agie,0.02
agiechar,0.03
agiecharmille,0.13
agiecharmilles,0.05
agiecut,-0.0
agieren,0.0
agierender,0.01
agiho,-0.0
agile,0.02
agileflow,0.0
agilely,0.0
agilent,0.03
agiler,0.0
agilia,0.0
agility,0.01
agim,-0.0
agin,0.0
aging,0.01
agingly,-0.0
aginternational,0.0
agio,-0.01
agioeinzahlungen,-0.0
agios,0.0
agire,-0.0
agiront,-0.0
agis,-0.01
agisilaou,0.0
agisse,0.0
agisson,-0.0
agit,0.0
agita,-0.0
agitate,0.0
agitated,0.0
agitato,-0.0
agitator,-0.0
agitée,-0.0
agjürg,0.01
agkurt,0.0
agliardi,0.0
aglietta,-0.0
aglipay,-0.0
aglobal,0.0
aglow,-0.0
agm,0.31
agmapril,-0.0
agmay,-0.0
agmemory,0.0
agms,0.0
agn,-0.0
agnac,-0.0
agne,0.01
agnebin,0.0
agnelli,0.0
agner,-0.0
agnes,-0.0
agnesstrasse,-0.0
agnete,0.0
agniederwangen,-0.0
agniederwangenb,-0.0
agnieszka,-0.0
agno,-0.01
agnola,-0.0
agnolotti,-0.0
agnostic,0.01
agnosticism,0.0
agnote,0.01
agnès,0.01
ago,0.02
agoadamdixonthank,-0.0
agoalagreement,0.0
agoannareedon,-0.0
agoe,-0.0
agof,0.01
agoffer,-0.0
agoga,-0.0
agoghpy,-0.0
agogis,-0.0
agogregjacksonat,-0.0
agolesleyleeleave,-0.0
agoliver,-0.0
agomelatine,0.0
agon,0.01
agonising,-0.0
agonism,0.0
agonist,0.01
agonistic,0.0
agonists,0.0
agonizing,-0.0
agony,0.0
agor,-0.01
agora,-0.0
agoras,0.0
agosti,-0.0
agostinho,0.0
agotech,-0.01
agouron,0.01
agover,-0.0
agprovide,-0.0
agr,-0.0
agra,0.0
agrar,0.0
agrarian,0.0
agrario,-0.0
agrate,-0.0
agratifyingintensification,-0.0
agratis,-0.0
agre,0.0
agreater,0.0
agreceive,-0.0
agree,0.04
agreeability,0.0
agreeable,0.0
agreeably,-0.0
agreed,0.0
agreement,0.01
agreementn,0.0
agreementsdufry,0.0
agrees,0.0
agreg,0.0
agregado,-0.01
agregados,0.0
agregate,0.0
agregati,0.0
agrement,-0.0
agren,-0.0
agreport,0.01
agresal,0.0
agresif,-0.01
agreto,0.0
agri,0.01
agria,-0.0
agribusiness,0.02
agrica,0.0
agrichemical,0.0
agricola,-0.0
agricole,-0.0
agricultura,-0.0
agricultural,0.02
agriculturally,-0.0
agriculture,0.05
agriculturethat,0.0
agricutural,0.0
agriedge,0.0
agrifert,0.0
agriflu,0.0
agrifutura,-0.0
agrii,0.0
agrimec,0.0
agrimek,0.0
agripicture,-0.0
agrippal,0.0
agripro,0.0
agrirouter,0.0
agriservice,0.0
agrisoma,0.0
agrisure,0.02
agrisuretm,0.0
agrisuretmrw,0.0
agritechnica,0.01
agro,0.05
agroatar,0.0
agrobacterium,0.0
agrobase,-0.0
agrobased,-0.0
agrobusiness,0.0
agrocer,0.0
agrochemical,0.06
agrochemistry,0.0
agrocomp,0.0
agrocult,-0.01
agroforestry,0.0
agrofresh,0.0
agrofrucht,-0.01
agroholding,-0.0
agroliman,0.0
agrolimen,0.0
agroline,0.0
agron,-0.0
agronomic,0.02
agronomical,0.0
agronomist,0.0
agronomy,0.02
agropec,0.0
agropecuaria,0.0
agroquimica,0.0
agrosan,0.0
agroscience,0.0
agrosciences,0.0
agroscope,0.0
agrosem,0.0
agrosolar,0.0
agross,0.0
agroup,0.0
agrovial,0.0
agrovina,-0.0
agrovision,-0.0
agrève,-0.0
agréable,-0.0
agréablement,0.0
agrématel,-0.0
agréé,0.0
agréée,0.0
ags,-0.0
agseparate,0.01
agshare,-0.01
agship,0.0
agsincefebruary,-0.0
agsm,-0.0
agta,0.01
agthe,0.0
agtive,0.0
agtivetm,0.0
agtoni,0.0
agua,-0.0
aguado,0.0
aguas,-0.0
aguek,0.0
aguerk,0.0
aguiar,0.01
aguilar,-0.0
aguilas,-0.0
agung,0.0
agustavo,0.0
agustin,-0.0
agv,-0.01
agvs,-0.0
agwas,-0.01
agwere,-0.0
agwill,0.0
agwilly,0.0
agx,-0.0
agzurichswitzerlandh,0.0
agência,0.0
ah,-0.03
aha,0.0
ahad,-0.0
ahafo,0.0
aham,-0.0
aharon,0.0
ahaus,-0.0
ahe,0.0
ahead,-0.01
aheadwith,0.0
aheavy,0.0
aheswaran,-0.0
ahf,0.01
ahiba,-0.0
ahigh,-0.0
ahl,-0.0
ahlberg,-0.01
ahlburg,-0.01
ahlen,-0.0
ahlman,0.0
ahlstrom,-0.02
ahmad,-0.02
ahmadi,-0.0
ahmayuddin,-0.0
ahme,0.0
ahmed,0.0
ahmedabad,0.01
ahmet,-0.0
ahn,-0.0
ahochn,0.0
ahold,-0.0
aholisticmanner,0.0
ahonen,-0.01
ahong,0.0
ahoy,0.0
ahp,0.01
ahpc,0.0
ahr,-0.01
ahram,-0.0
ahren,0.0
ahrensburg,0.0
ahs,0.0
ahtola,0.0
ahu,-0.0
ahuge,0.0
ahus,-0.01
ahv,0.02
ahvcontribution,0.0
ahvstatepension,0.0
ahvv,0.01
ai,0.04
aia,-0.0
aib,0.0
aiba,-0.0
aibb,-0.0
aibd,0.0
aibel,-0.0
aibk,0.0
aic,-0.01
aicher,0.0
aichi,0.0
aicm,0.0
aicpa,0.0
aid,-0.03
aida,-0.0
aidan,0.01
aidb,0.0
aide,-0.01
aided,-0.0
aident,0.0
aider,-0.01
aideront,0.0
aids,-0.05
aidé,-0.0
aidée,0.0
aidés,-0.0
aiello,-0.0
aient,0.0
aiep,-0.01
aiesec,0.0
aif,0.0
aifa,0.0
aig,0.0
aigeraj,0.0
aigle,-0.0
aigue,0.0
aiguille,-0.0
aihk,-0.01
aija,0.0
aik,-0.0
aiken,0.01
aikigalawood,0.0
ail,-0.0
ailaj,-0.0
ailand,0.0
aile,-0.0
ailing,-0.0
aillain,0.0
ailleur,0.0
ailleurs,0.0
ailment,0.0
ailway,0.01
aily,0.0
aim,0.03
aimay,-0.0
aimbridge,-0.0
aimdd,0.0
aime,-0.0
aimedat,-0.0
aimerion,-0.0
aiming,-0.0
aimm,0.01
aimmune,0.0
aimovig,0.01
aims,0.0
aimé,0.0
ain,0.01
aine,0.0
ainin,-0.0
aining,0.0
ainsi,0.04
aintl,-0.0
aio,-0.0
aiox,0.0
aip,0.01
air,-0.07
aira,0.0
airbag,-0.0
airbagsystemen,0.0
airbite,0.01
airbites,0.0
airbnb,0.0
airborne,0.0
airbus,-0.02
aircare,0.0
aircarft,0.0
airchal,-0.0
aircoil,-0.0
aircomponent,0.0
aircond,0.0
airconditione,-0.0
airconditioning,-0.0
aircontrol,-0.05
aircontrols,-0.0
aircraft,-0.0
aire,0.0
airesis,0.0
airesmonterreyrecifesão,0.0
airespace,0.0
airex,-0.06
airfare,0.0
airfield,-0.01
airflow,0.0
airflusal,0.0
airforecast,0.0
airfreight,0.05
airgas,0.0
airgate,-0.0
airhandle,-0.0
airing,-0.0
airium,0.0
airjet,-0.02
airlift,0.0
airline,0.01
airliner,-0.01
airlines,0.0
airlock,0.01
airlog,0.0
airmedis,0.0
airo,-0.0
airoli,0.0
airolo,-0.0
airolux,-0.02
airone,-0.0
airopack,-0.07
airoptix,0.0
airplane,0.0
airport,0.03
airports,0.0
airrail,-0.0
airs,0.0
airsec,0.0
airservice,0.0
airship,0.0
airshow,-0.0
airside,-0.0
airspace,0.0
airstream,-0.0
airtec,0.0
airtel,0.0
airtight,-0.01
airtightness,0.0
airtime,-0.01
airtours,0.0
airventure,-0.0
airway,-0.01
airways,-0.0
airwell,-0.0
airy,0.0
airyn,0.0
airﬂ,0.0
ais,0.01
aise,0.0
aishwarya,-0.0
aisin,0.0
aislamiento,0.01
aisle,0.01
aisling,0.01
aiso,0.0
aissue,0.0
aistgasse,0.0
aisée,0.0
aisément,0.0
ait,-0.04
aite,0.0
aitor,-0.02
aiuto,-0.0
aiway,0.0
aiways,0.0
aiwp,0.0
aix,0.0
aixtron,0.0
aizo,0.0
aizoain,-0.0
aj,-0.0
ajani,-0.0
ajanialessandro,-0.0
ajar,0.0
ajax,0.0
ajay,0.0
ajcc,-0.0
ajdi,-0.0
ajdustment,0.0
ajeux,0.0
ajh,0.0
ajil,0.0
ajilon,0.02
ajinomoto,-0.02
ajit,-0.0
ajlan,-0.0
ajm,0.0
ajnur,-0.0
ajob,0.0
ajodani,0.0
ajoint,-0.0
ajority,0.0
ajotex,0.0
ajou,0.0
ajoule,0.0
ajout,-0.0
ajoutant,0.0
ajouter,0.0
ajouts,0.0
ajoutée,-0.0
ajoutés,0.0
ajp,-0.0
ajshe,-0.0
ajungilak,-0.02
ajusco,-0.0
ajustement,0.01
ajusté,0.0
ajustée,0.0
ajustées,0.0
ajustés,0.0
ak,0.0
akad,0.0
akademi,0.0
akademie,0.0
akademii,-0.0
akademischer,-0.0
akadia,0.0
akadémia,0.0
akamai,-0.0
akan,0.0
akanehama,-0.0
akaretler,0.0
akariya,0.0
akashia,0.0
akasya,-0.0
akat,0.0
akatlar,0.0
akbari,0.0
akcea,0.0
akcelerant,0.01
akcyjna,-0.0
ake,0.03
akebia,0.02
aken,0.0
akenes,-0.0
aker,0.0
akeret,0.0
akermann,-0.01
akermin,-0.0
akersgata,0.0
akersgaten,0.0
akesson,0.0
akf,0.0
akh,-0.0
akhangarancement,-0.0
akhata,0.0
akhter,0.0
aki,0.0
akigala,0.0
akigalawood,0.0
akila,-0.01
akin,-0.01
akina,-0.0
akind,-0.0
akinesia,0.0
akis,0.0
akkawi,0.0
akkulader,0.0
aklima,0.0
ako,0.0
akolidine,0.0
akontozahlungen,-0.0
akoth,0.0
akouo,0.0
akoya,-0.0
akquirieren,0.0
akquiriert,0.0
akquirierten,0.0
akquisition,-0.01
akquisitionen,0.0
akrahverfi,-0.0
akrobaten,0.0
akron,0.0
akruti,0.0
akrylon,-0.01
aksacli,-0.0
aksaray,-0.0
aksel,-0.0
akshay,-0.0
aksoi,0.0
aksoy,0.01
aksöz,-0.0
akt,0.0
aktg,0.02
akther,0.0
aktia,0.01
aktie,0.01
aktiebolaget,0.0
aktien,-0.0
aktienbasierte,-0.0
aktienbasierten,-0.0
aktienbesitz,0.0
aktienbestand,-0.0
aktienbeteiligungen,0.0
aktienbeteiligungsprogramm,0.0
aktienbeteiligungsprogramms,0.0
aktienbolaget,0.0
aktienbuch,-0.0
aktiengesell,-0.0
aktiengesellschaft,0.01
aktiengesellschaften,0.02
aktiengesetz,-0.0
aktieninstitut,0.0
aktienkapital,-0.03
aktienkapitalherabsetzung,0.0
aktienkapitals,-0.0
aktienkennziffern,0.0
aktienkur,-0.0
aktienkurs,0.0
aktienlimiten,0.0
aktienmarkt,0.0
aktienpaket,0.0
aktienperformer,0.0
aktienplans,0.0
aktienpositionen,-0.0
aktienpreis,-0.0
aktienpreise,0.0
aktienpreisentwicklung,0.0
aktienpreises,0.0
aktienrecht,0.0
aktienregist,-0.0
aktienregister,-0.02
aktienregisterführer,-0.0
aktienreserve,0.0
aktienrückkauf,0.0
aktienrückkaufprogramm,0.0
aktienrückkaufprogrammen,0.0
aktienrückkaufprogramms,0.0
aktienrückkäufe,0.0
aktiensplit,0.0
aktienwerk,-0.01
aktienwerte,-0.0
aktienwertsteigerungsrechte,0.0
aktienwertsteigerungsrechten,0.0
aktienzertifikate,-0.0
aktienzertifikaten,-0.0
aktifit,-0.0
aktio,0.0
aktion,0.0
aktionariat,-0.0
aktionen,-0.0
aktionär,-0.01
aktionäre,-0.02
aktionären,-0.01
aktionärin,-0.01
aktionärinnen,-0.0
aktionärs,-0.0
aktionärsanträge,-0.0
aktionärsbericht,0.0
aktionärsbrief,0.01
aktionärsdarlehen,-0.0
aktionärsgruppe,-0.01
aktionärsrendite,0.0
aktionärsvorschlag,-0.0
aktiv,0.0
aktiva,0.0
aktivator,0.0
aktive,-0.01
aktiven,-0.02
aktiver,0.0
aktives,0.0
aktiviert,-0.0
aktivierte,-0.0
aktivierten,-0.0
aktivierung,0.0
aktivitie,0.0
aktivität,-0.0
aktivitäten,0.0
aktivseite,-0.0
aktivum,-0.0
aktor,-0.0
aktualisiert,-0.0
aktualisierte,0.0
aktualisierung,-0.0
aktuatoren,0.01
aktuell,-0.01
aktuelle,-0.0
aktuellen,0.02
aktueller,0.0
akuba,-0.0
akubio,0.0
akureyri,-0.0
akustik,-0.0
akustische,0.02
akut,-0.0
akyildiz,-0.0
akyürek,-0.0
akzentuiert,0.0
akzeptanz,0.0
